source_portal,source_url,slug,brand_slug,name,brand,description,availability,currency,price_low_eur,price_high_eur,overall_rating,power,control,maneuverability,sweet_spot,ball_output,total,player_type,shape,level,balance,feel,surface,game_type,season,core_material,face_material,frame_material,racket_finish
pala-hack,https://pala-hack.com/en/padel-rackets/vibora/vibora-king-cobra-eltie-24k-2024/,vibora-king-cobra-eltie-24k-2024,vibora,Vibora King Cobra Eltie 24K 2024,Vibora,This padel racket Vibora Diamond is an ideal model for a level intermediate and stands out for Power.,https://schema.org/InStock,EUR,141.95,285.0,8.3,8.75,7.75,8.0,8.25,8.75,8.3,Man,Diamond,Advanced,Medium,Medium,Smooth,Power,2024,Eva Pro Medium Density,Carbon 24K,Carbon Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/vibora/vibora-king-cobra-xtreme-3k-2024/,vibora-king-cobra-xtreme-3k-2024,vibora,Vibora King Cobra Xtreme 3K 2024,Vibora,This padel racket Vibora Teardrop is an ideal model for a level intermediate and stands out for Sweet Spot.,https://schema.org/InStock,EUR,89.95,185.0,7.45,7.75,7.25,7.25,8.0,7.0,7.45,Man,Teardrop,Advanced,High,"Hard, Medium",Rough,Power,2024,Eva,Carbon 3K,Carbon Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/vibora/vibora-naya-xtreme-fiber-2024/,vibora-naya-xtreme-fiber-2024,vibora,Vibora Naya Xtreme Fiber 2024,Vibora,This padel racket Vibora Teardrop is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,112.0,140.0,7.3,6.25,6.75,7.0,7.5,9.0,7.3,Man,Teardrop,Intermediate,Medium,"Medium, Soft",Rough,Versatile,2024,Eva Soft,Glass Fiber,Glass Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/vibora/vibora-russell-classic-fiber-2024/,vibora-russell-classic-fiber-2024,vibora,Vibora Russell Classic Fiber 2024,Vibora,This padel racket Vibora Teardrop is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,84.7,110.0,7.5,6.5,7.0,7.5,7.5,9.0,7.5,Man,Teardrop,"Beginner, Intermediate",Medium,"Medium, Soft",Smooth,Versatile,2024,Eva Soft,Glass Fiber,Glass Fiber,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/vibora/vibora-titan-2024/,vibora-titan-2024,vibora,Vibora Titan 2024,Vibora,This padel racket Vibora Diamond is an ideal model for a level intermediate and stands out for Power.,https://schema.org/InStock,EUR,360.0,450.0,8.6,9.5,8.5,8.0,8.5,8.5,8.6,Man,Diamond,Advanced,Medium,Medium,Rough,Versatile,2024,Eva Pro,Carbon 12K,Carbon Fiber,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/vibora/vibora-yarara-elite-24k-2024/,vibora-yarara-elite-24k-2024,vibora,Vibora Yarara Elite 24K 2024,Vibora,This padel racket Vibora Teardrop is an ideal model for a level intermediate and stands out for Sweet Spot.,https://schema.org/InStock,EUR,285.0,285.0,8.2,8.0,8.0,8.0,8.75,8.25,8.2,Man,Teardrop,Advanced,Medium,Medium,Rough,Versatile,2024,Eva,Carbon 24K,Carbon Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/vibora/vibora-yarara-radical-12k-2024/,vibora-yarara-radical-12k-2024,vibora,Vibora Yarara Radical 12K 2024,Vibora,This padel racket Vibora Teardrop is an ideal model for a level intermediate and stands out for Sweet Spot.,https://schema.org/InStock,EUR,139.95,350.0,8.15,8.25,7.75,8.25,8.75,7.75,8.15,Man,Teardrop,Advanced,Medium,Medium,Rough,Power,2024,Eva,Carbon 12K,Carbon Fiber,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/vibora/vibora-yarara-xtreme-3k-2024/,vibora-yarara-xtreme-3k-2024,vibora,Vibora Yarara Xtreme 3K 2024,Vibora,This padel racket Vibora Teardrop is an ideal model for a level intermediate and stands out for Sweet Spot.,https://schema.org/InStock,EUR,78.9,185.0,7.55,7.0,8.0,7.5,8.0,7.25,7.55,"Man, Women",Teardrop,Advanced,Medium,"Hard, Medium",Smooth,Versatile,2024,Eva Pro Medium Density,Carbon 3K,Carbon Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/vibora/vibora-yarara-xtreme-fiber-2024/,vibora-yarara-xtreme-fiber-2024,vibora,Vibora Yarara Xtreme Fiber 2024,Vibora,This padel racket Vibora Teardrop is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,105.0,140.0,7.7,7.0,7.0,7.5,8.0,9.0,7.7,Man,Teardrop,Intermediate,Medium,"Medium, Soft",Rough,Versatile,2024,Eva Soft,Glass Fiber,Glass Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/wilson/wilson-accent-2024/,wilson-accent-2024,wilson,Wilson Accent 2024,Wilson,This padel racket Wilson Teardrop is an ideal model for a level intermediate and stands out for Sweet Spot.,https://schema.org/InStock,EUR,167.2,190.0,8.0,7.5,8.0,8.0,8.5,8.0,8.0,"Man, Women",Teardrop,Advanced,Medium,"Medium, Soft",Rough,Versatile,2024,Eva Soft,Carbon + Glass Fiber,Carbon + Glass Fiber,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/wilson/wilson-accent-lt-2024/,wilson-accent-lt-2024,wilson,Wilson Accent LT 2024,Wilson,This padel racket Wilson Teardrop is an ideal model for a level intermediate and stands out for Maneuverability.,https://schema.org/InStock,EUR,200.1,230.0,8.15,7.75,8.5,9.0,8.0,7.5,8.15,"Man, Women",Teardrop,Advanced,Medium,Medium,Rough,Versatile,2024,Eva Soft,Carbon Fiber,Carbon Fiber,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/wilson/wilson-bela-pro-v25-2024/,wilson-bela-pro-v25-2024,wilson,Wilson Bela Pro V2.5 2024,Wilson,This padel racket Wilson Teardrop is an ideal model for a level intermediate and stands out for Power.,https://schema.org/InStock,EUR,261.8,340.0,8.8,9.25,9.25,9.0,8.5,8.0,8.8,"Man, Women",Teardrop,Advanced,Medium,"Hard, Medium",Rough,Power,2024,Eva Hard,Carbon Fiber,Carbon Fiber,Brillo
pala-hack,https://pala-hack.com/en/padel-rackets/wilson/wilson-blade-junior-v2-2024/,wilson-blade-junior-v2-2024,wilson,Wilson Blade Junior V2 2024,Wilson,This padel racket Wilson Teardrop is an ideal model for a level intermediate and stands out for Maneuverability.,https://schema.org/InStock,EUR,78.1,110.0,7.75,6.75,8.0,8.75,7.75,7.5,7.75,Kids,Teardrop,"Beginner, Intermediate",Medium,"Medium, Soft",Smooth,Versatile,2024,Eva Core,Glass Fiber,Glass Fiber Weave,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/wilson/wilson-blade-v3-2024/,wilson-blade-v3-2024,wilson,Wilson Blade V3 2024,Wilson,This padel racket Wilson Teardrop is an ideal model for a level intermediate and stands out for Maneuverability.,https://schema.org/InStock,EUR,192.5,250.0,8.55,8.25,8.5,8.75,8.75,8.5,8.55,Man,Teardrop,"Advanced, Intermediate",Medium,"Medium, Soft",Rough,Versatile,2024,Firm Eva Foam,Carbon + Glass Fiber,Carbon Tube,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-adipower-carbon-ctrl-34-2025/,adidas-adipower-carbon-ctrl-34-2025,adidas,Adidas Adipower Carbon Ctrl 3.4 2025,Adidas,This padel racket Adidas Round is an ideal model for a level intermediate and stands out for Sweet Spot.,https://schema.org/InStock,EUR,139.95,270.0,8.6,7.25,9.25,9.0,9.25,8.25,8.6,Man,Round,Advanced,Low,Medium,Rough,Control,2025,Eva Soft Performance,Carbon 3K,Carbon Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-adipower-carbon-light-2025/,adidas-adipower-carbon-light-2025,adidas,Adidas Adipower Carbón Light 2025,Adidas,This padel racket Adidas Round is an ideal model for a level intermediate and stands out for Sweet Spot.,https://schema.org/InStock,EUR,157.55,270.0,8.4,6.5,9.0,9.0,9.5,8.0,8.4,Man,Round,Advanced,Low,Medium,Rough,Control,2025,Eva Soft Performance,Carbon 3K,Carbon Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-adipower-junior-34-2025/,adidas-adipower-junior-34-2025,adidas,Adidas Adipower Junior 3.4 2025,Adidas,This padel racket Adidas Round is an ideal model for a level beginner and stands out for Maneuverability.,https://schema.org/InStock,EUR,57.0,75.0,7.95,8.0,7.0,9.0,7.25,8.5,7.95,Man,Round,Intermediate,Low,Soft,Smooth,Control,2025,Eva Soft Performance,Glass Fiber,Glass Fiber,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-adipower-multiweight-ctrl-34-2025/,adidas-adipower-multiweight-ctrl-34-2025,adidas,Adidas Adipower Multiweight Ctrl 3.4 2025,Adidas,This padel racket Adidas Round is an ideal model for a level intermediate and stands out for Control.,https://schema.org/InStock,EUR,229.9,400.0,8.8,8.75,9.0,8.75,8.75,8.75,8.8,"Man, Women",Round,Advanced,Low,Hard,Rough,Control,2025,Eva High Memory,Carbon Aluminized 18k,Carbon Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-cross-it-carbon-ctrl-34-2025/,adidas-cross-it-carbon-ctrl-34-2025,adidas,Adidas Cross It Carbón Ctrl 3.4 2025,Adidas,This padel racket Adidas Round is an ideal model for a level intermediate and stands out for Sweet Spot.,https://schema.org/InStock,EUR,280.0,280.0,8.5,7.25,8.25,8.5,9.25,9.25,8.5,Man,Round,Advanced,Low,Medium,Rough,Control,2025,Eva Soft Performance,Carbon 6k,Carbon Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-cross-it-light-34-marta-ortega-2025/,adidas-cross-it-light-34-marta-ortega-2025,adidas,Adidas Cross It Light 3.4 Marta Ortega 2025,Adidas,This padel racket Adidas Round is an ideal model for a level intermediate and stands out for Sweet Spot.,https://schema.org/InStock,EUR,300.0,300.0,8.7,6.25,8.75,9.0,9.75,9.75,8.7,Women,Round,Advanced,Low,Medium,Rough,Control,2025,Eva Soft Energy,Carbon Aluminized 24k,,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-cross-it-team-2025/,adidas-cross-it-team-2025,adidas,Adidas Cross It Team 2025,Adidas,This padel racket Adidas Diamond is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,160.2,180.0,8.0,8.0,7.75,8.0,7.75,8.5,8.0,"Man, Women",Diamond,"Advanced, Intermediate",High,Medium,Rough,Power,2025,Eva Soft Performance,Glass Fiber,Glass Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-cross-it-team-light-2025/,adidas-cross-it-team-light-2025,adidas,Adidas Cross It Team Light 2025,Adidas,This padel racket Adidas Round is an ideal model for a level intermediate and stands out for Maneuverability.,https://schema.org/InStock,EUR,149.4,180.0,8.25,7.5,8.25,8.75,8.25,8.5,8.25,"Man, Women",Round,"Advanced, Intermediate",Low,Soft,Rough,Control,2025,Eva Soft Performance,Glass Fiber,Glass Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-drive-black-34-2025/,adidas-drive-black-34-2025,adidas,Adidas Drive Black 3.4 2025,Adidas,This padel racket Adidas Round is an ideal model for a level beginner and stands out for Sweet Spot.,https://schema.org/InStock,EUR,72.0,80.0,6.2,6.25,6.25,5.5,7.25,5.75,6.2,Man,Round,Beginner,Low,"Medium, Soft",Smooth,Control,2025,Eva Soft Performance,Glass Fiber,Glass Fiber,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-drive-grey-34-2025/,adidas-drive-grey-34-2025,adidas,Adidas Drive Grey 3.4 2025,Adidas,This padel racket Adidas Round is an ideal model for a level beginner and stands out for Sweet Spot.,https://schema.org/InStock,EUR,63.2,80.0,6.2,6.25,6.25,5.5,7.25,5.75,6.2,Man,Round,Beginner,Low,"Medium, Soft",Smooth,Control,2025,Eva Soft Performance,Glass Fiber,Glass Fiber,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-drive-light-34-2025/,adidas-drive-light-34-2025,adidas,Adidas Drive Light 3.4 2025,Adidas,This padel racket Adidas Round is an ideal model for a level beginner and stands out for Sweet Spot.,https://schema.org/InStock,EUR,58.4,80.0,6.2,5.75,6.25,5.5,7.75,5.75,6.2,Man,Round,Beginner,Low,"Medium, Soft",Smooth,Control,2025,Eva Soft Performance,Glass Fiber,Glass Fiber,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-match-black-34-2025/,adidas-match-black-34-2025,adidas,Adidas Match Black 3.4 2025,Adidas,This padel racket Adidas Round is an ideal model for a level beginner and stands out for Sweet Spot.,https://schema.org/InStock,EUR,54.75,75.0,6.2,6.25,6.75,5.0,7.25,5.75,6.2,Man,Round,"Beginner, Intermediate",Medium,"Medium, Soft",Smooth,Power,2025,Eva Soft Performance,Glass Fiber,Glass Fiber,Brillo
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-match-blue-34-2025/,adidas-match-blue-34-2025,adidas,Adidas Match Blue 3.4 2025,Adidas,This padel racket Adidas Round is an ideal model for a level beginner and stands out for Sweet Spot.,https://schema.org/InStock,EUR,63.75,75.0,6.2,6.25,6.75,5.0,7.25,5.75,6.2,Man,Round,"Beginner, Intermediate",Medium,"Medium, Soft",Smooth,Power,2025,Eva Soft Performance,Glass Fiber,Glass Fiber,Brillo
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-match-light-34-2025/,adidas-match-light-34-2025,adidas,Adidas Match Light 3.4 2025,Adidas,This padel racket Adidas Round is an ideal model for a level beginner and stands out for Sweet Spot.,https://schema.org/InStock,EUR,58.5,75.0,6.2,6.25,6.75,5.0,7.25,5.75,6.2,Man,Round,"Beginner, Intermediate",Medium,"Medium, Soft",Smooth,Power,2025,Eva Soft Performance,Glass Fiber,Glass Fiber,Brillo
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-metalbone-34-ale-galan-2025/,adidas-metalbone-34-ale-galan-2025,adidas,Adidas Metalbone 3.4 Ale Galán 2025,Adidas,This padel racket Adidas Diamond is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,288.6,390.0,8.8,9.25,8.75,8.0,8.25,9.75,8.8,"Man, Women",Diamond,Advanced,High,Medium,Rough,Power,2025,Eva Soft Performance,Carbon Aluminized 16k,Carbon Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-metalbone-carbon-34-2025/,adidas-metalbone-carbon-34-2025,adidas,Adidas Metalbone Carbon 3.4 2025,Adidas,This padel racket Adidas Diamond is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,234.0,260.0,8.6,8.75,8.25,8.0,8.25,9.75,8.6,"Man, Women",Diamond,Advanced,High,Soft,Rough,Power,2025,Eva Soft Performance,Carbon 6k,,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-metalbone-carbon-ctrl-34-2025/,adidas-metalbone-carbon-ctrl-34-2025,adidas,Adidas Metalbone Carbón Ctrl 3.4 2025,Adidas,This padel racket Adidas Round is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,189.8,260.0,8.7,7.25,8.75,8.5,9.25,9.75,8.7,Man,Round,Advanced,Low,"Medium, Soft",Rough,Control,2025,Eva Soft Performance,Carbon 6k,Carbon Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-metalbone-hrd-34-ale-galan-2025/,adidas-metalbone-hrd-34-ale-galan-2025,adidas,Adidas Metalbone HRD+ 3.4 Ale Galán 2025,Adidas,This padel racket Adidas Diamond is an ideal model for a level intermediate and stands out for Power.,https://schema.org/InStock,EUR,319.8,390.0,8.75,9.75,9.5,8.0,8.25,8.25,8.75,"Man, Women",Diamond,Advanced,High,Hard,Rough,Power,2025,Eva High Memory,Carbon Aluminized 16k,Carbon Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-metalbone-team-34-2025/,adidas-metalbone-team-34-2025,adidas,Adidas Metalbone Team 3.4 2025,Adidas,This padel racket Adidas Diamond is an ideal model for a level intermediate and stands out for Maneuverability.,https://schema.org/InStock,EUR,162.0,200.0,7.95,8.0,7.75,8.25,7.5,8.25,7.95,"Man, Women",Diamond,Intermediate,High,Soft,Rough,Power,2025,Eva Soft Performance,Glass Fiber,Carbon Fiber,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-metalbone-team-34-limited-edition-2025/,adidas-metalbone-team-34-limited-edition-2025,adidas,Adidas Metalbone Team 3.4 Limited Edition 2025,Adidas,This padel racket Adidas Round is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,,200.0,8.35,8.5,8.0,8.0,8.5,8.75,8.35,"Man, Women",Round,Intermediate,Low,Soft,Rough,Power,2025,Eva Soft Performance,Glass Fiber,Carbon Fiber,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-metalbone-team-light-34-2025/,adidas-metalbone-team-light-34-2025,adidas,Adidas Metalbone Team Light 3.4 2025,Adidas,This padel racket Adidas Round is an ideal model for a level intermediate and stands out for Sweet Spot.,https://schema.org/InStock,EUR,142.0,200.0,8.4,7.25,8.75,8.5,8.75,8.75,8.4,"Man, Women",Round,Advanced,Low,Soft,Rough,Control,2025,Eva Soft Performance,Glass Fiber,Carbon Fiber,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-metalbone-youth-34-2025/,adidas-metalbone-youth-34-2025,adidas,Adidas Metalbone Youth 3.4 2025,Adidas,This padel racket Adidas Diamond is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,101.2,115.0,8.0,8.0,7.75,8.5,7.0,8.75,8.0,Kids,Diamond,"Beginner, Intermediate",High,Soft,Smooth,Power,2025,Eva Soft Performance,Glass Fiber,Carbon + Glass Fiber,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-rx-lime-34-2025/,adidas-rx-lime-34-2025,adidas,Adidas Rx Lime 3.4 2025,Adidas,This padel racket Adidas Round is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,87.6,120.0,7.3,7.25,7.25,7.0,7.25,7.75,7.3,Man,Round,Intermediate,Low,Medium,Smooth,Control,2025,Eva Soft Performance,Glass Fiber,Glass Fiber,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-rx-series-light-34-2025/,adidas-rx-series-light-34-2025,adidas,Adidas Rx Series Light 3.4 2025,Adidas,This padel racket Adidas Round is an ideal model for a level intermediate and stands out for Sweet Spot.,https://schema.org/InStock,EUR,94.8,120.0,7.3,6.75,7.25,7.0,7.75,7.75,7.3,Man,Round,Intermediate,Low,Medium,Smooth,Control,2025,Eva Soft Performance,Glass Fiber,Glass Fiber,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/adidas/adidas-rx-series-lime-34-2025/,adidas-rx-series-lime-34-2025,adidas,Adidas RX Series Lime 3.4 2025,Adidas,This padel racket Adidas Round is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,87.6,120.0,7.3,7.25,7.25,7.0,7.25,7.75,7.3,"Man, Women",Round,"Beginner, Intermediate",Low,Soft,Smooth,Control,2025,Eva Soft,Glass Fiber,Glass Fiber,Mate
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-air-counter-origin-2025/,babolat-air-counter-origin-2025,babolat,Babolat Air Counter Origin 2025,Babolat,This padel racket Babolat Round is an ideal model for a level beginner and stands out for Maneuverability.,https://schema.org/InStock,EUR,99.0,99.0,6.0,5.0,6.5,6.75,6.0,5.75,6.0,"Man, Women",Round,"Beginner, Intermediate",Low,Soft,Smooth,Control,2025,Eva,Glass Fiber,Carbon + Glass Fiber,Brillo
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-air-origin-2025/,babolat-air-origin-2025,babolat,Babolat Air Origin 2025,Babolat,This padel racket Babolat Teardrop is an ideal model for a level intermediate and stands out for Maneuverability.,https://schema.org/InStock,EUR,120.0,120.0,6.4,6.25,6.25,6.75,6.25,6.5,6.4,"Man, Women",Teardrop,Intermediate,Medium,Medium,Smooth,Versatile,2025,Eva,Glass Fiber,Carbon + Glass Fiber,Brillo
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-air-v-inner-2025/,babolat-air-v-inner-2025,babolat,Babolat Air V-INNER 2025,Babolat,This padel racket Babolat Teardrop is an ideal model for a level intermediate and stands out for Maneuverability.,https://schema.org/InStock,EUR,109.99,109.99,7.8,7.5,7.5,8.0,8.0,8.0,7.8,"Man, Women",Teardrop,Beginner,Medium,Medium,Smooth,Versatile,2025,Eva Soft,Glass Fiber,Glass Fiber,Brillo
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-air-veron-2025/,babolat-air-veron-2025,babolat,Babolat Air Veron 2025,Babolat,This padel racket Babolat Teardrop is an ideal model for a level intermediate and stands out for Power.,https://schema.org/InStock,EUR,172.8,240.0,8.4,8.75,8.25,7.5,8.75,8.75,8.4,"Man, Women",Teardrop,Intermediate,High,"Medium, Soft",Rough,Power,2025,Eva,Carbon Flex,Carbon,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-air-vertuo-2025/,babolat-air-vertuo-2025,babolat,Babolat Air Vertuo 2025,Babolat,This padel racket Babolat Teardrop is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,126.0,180.0,8.1,7.75,7.25,7.5,8.75,9.25,8.1,"Man, Women",Teardrop,Intermediate,Medium,Medium,Rough,Power,2025,Eva,Carbon,Glass Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-alioth-jr-2025/,babolat-alioth-jr-2025,babolat,Babolat Alioth JR 2025,Babolat,This padel racket Babolat Round is an ideal model for a level intermediate and stands out for Maneuverability.,https://schema.org/InStock,EUR,95.7,110.0,6.4,5.25,6.75,7.25,6.5,6.25,6.4,Kids,Round,Intermediate,Low,Soft,Smooth,"Control, Versatile",2025,Eva,Glass Fiber,Carbon,Brillo
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-alioth-mini-jr-2025/,babolat-alioth-mini-jr-2025,babolat,Babolat Alioth Mini JR 2025,Babolat,This padel racket Babolat Round is an ideal model for a level beginner and stands out for Maneuverability.,https://schema.org/InStock,EUR,80.0,80.0,6.05,5.0,6.5,7.5,5.75,5.5,6.05,Kids,Round,Beginner,Low,Soft,Smooth,Control,2025,Eva,Glass Fiber,Carbon,Brillo
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-alioth-pro-jr-2025/,babolat-alioth-pro-jr-2025,babolat,Babolat Alioth Pro JR 2025,Babolat,This padel racket Babolat Teardrop is an ideal model for a level intermediate and stands out for Maneuverability.,https://schema.org/InStock,EUR,150.0,150.0,6.25,5.5,6.0,7.25,6.25,6.25,6.25,Kids,Teardrop,Intermediate,Medium,Soft,Smooth,Power,2025,Eva,Glass Fiber,Carbon,Brillo
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-counter-veron-2025/,babolat-counter-veron-2025,babolat,Babolat Counter Veron 2025,Babolat,This padel racket Babolat Round is an ideal model for a level intermediate and stands out for Control.,https://schema.org/InStock,EUR,189.6,240.0,8.7,7.75,9.25,9.0,8.75,8.75,8.7,"Man, Women",Round,Intermediate,Medium,Medium,Rough,Versatile,2025,Eva,Carbon Flex,Carbon,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-counter-vertuo-2025/,babolat-counter-vertuo-2025,babolat,Babolat Counter Vertuo 2025,Babolat,This padel racket Babolat Round is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,149.4,180.0,8.4,6.75,8.25,9.0,8.75,9.25,8.4,"Man, Women",Round,Intermediate,Medium,Soft,Rough,Versatile,2025,Eva,Carbon,Glass Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-counter-viper-2025/,babolat-counter-viper-2025,babolat,Babolat Counter Viper 2025,Babolat,This padel racket Babolat Round is an ideal model for a level intermediate and stands out for Control.,https://schema.org/InStock,EUR,265.6,320.0,8.75,8.25,10.0,9.0,8.75,7.75,8.75,"Man, Women",Round,Advanced,High,"Hard, Medium",Rough,Versatile,2025,Eva Sandwich,Carbon 3K,Carbon,Arenoso
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-stima-vita-2025/,babolat-stima-vita-2025,babolat,Babolat Stima Vita 2025,Babolat,This padel racket Babolat Round is an ideal model for a level beginner and stands out for Maneuverability.,https://schema.org/InStock,EUR,99.0,99.0,6.4,5.0,7.0,8.0,6.25,5.75,6.4,"Man, Women",Round,"Beginner, Intermediate",Low,Soft,Smooth,Control,2025,Eva,Glass Fiber,Carbon + Glass Fiber,Brillo
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-technical-veron-2025/,babolat-technical-veron-2025,babolat,Babolat Technical Veron 2025,Babolat,This padel racket Babolat Diamond is an ideal model for a level intermediate and stands out for Power.,https://schema.org/InStock,EUR,182.4,240.0,8.6,9.25,8.75,8.5,7.75,8.75,8.6,"Man, Women",Diamond,Intermediate,Medium,"Medium, Soft",Rough,Power,2025,Eva,Carbon Flex,Carbon,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-technical-veron-juan-lebron-2025/,babolat-technical-veron-juan-lebron-2025,babolat,Babolat Technical Veron Juan Lebrón 2025,Babolat,This padel racket Babolat Diamond is an ideal model for a level intermediate and stands out for Power.,https://schema.org/InStock,EUR,202.8,260.0,8.6,9.25,8.75,8.5,7.75,8.75,8.6,"Man, Women",Diamond,Advanced,High,Medium,Rough,Power,2025,Eva,Carbon Flex,Carbon,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-technical-vertuo-2025/,babolat-technical-vertuo-2025,babolat,Babolat Technical Vertuo 2025,Babolat,This padel racket Babolat Diamond is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,149.4,180.0,8.3,8.25,7.75,8.5,7.75,9.25,8.3,"Man, Women",Diamond,Intermediate,High,Medium,Rough,Power,2025,Eva,Carbon,Glass Fiber,Brillo + Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/babolat/babolat-technical-vertuo-juan-lebron-2025/,babolat-technical-vertuo-juan-lebron-2025,babolat,Babolat Technical Vertuo Juan Lebrón 2025,Babolat,This padel racket Babolat Diamond is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,148.0,200.0,8.3,8.25,7.75,8.5,7.75,9.25,8.3,"Man, Women",Diamond,Advanced,High,Medium,Rough,Power,2025,Eva,Carbon,Glass Fiber,Relieve 3D
pala-hack,https://pala-hack.com/en/padel-rackets/black-crown/black-crown-hurricane-30-2025/,black-crown-hurricane-30-2025,black-crown,Black Crown Hurricane 3.0 2025,Black Crown,This padel racket Black Crown Round is an ideal model for a level intermediate and stands out for Ball Output.,https://schema.org/InStock,EUR,162.54,189.0,8.5,8.25,7.75,9.0,8.25,9.25,8.5,Women,Round,Advanced,Medium,Soft,Rough,Versatile,2025,Eva White Super Control,Glass Fiber,Carbon,Mate
